name,image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
00155.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00155.jpg,576,1023,"[[794.869873046875, 5.027458667755127, 1022.136962890625, 481.4385681152344], [0.0, 9.061747550964355, 217.97906494140625, 563.6534423828125], [151.0709228515625, 3.4578258991241455, 425.3160705566406, 566.3478393554688], [416.3683776855469, 39.93720626831055, 769.3531494140625, 570.1010131835938], [754.8357543945312, 123.36373901367188, 932.9532470703125, 571.2954711914062], [160.22262573242188, 1.7384129762649536, 420.236083984375, 567.3142700195312]]","[[0.776998898384042, 0.00872822685374154, 0.999156366461999, 0.8358308474222819], [0.0, 0.015732200609313116, 0.21307826484985948, 0.9785650041368272], [0.14767441138960166, 0.006003169963757197, 0.41575373465947274, 0.9832427766587999], [0.4070072118138288, 0.06933542754915026, 0.7520558645298754, 0.9897587034437392], [0.737864862555749, 0.21417315800984701, 0.9119777586220064, 0.991832415262858], [0.1566203575096988, 0.003018078083793322, 0.410787960884042, 0.9849206076727973]]","[['383', '40', '781', '576'], ['749', '137', '935', '576'], ['604', '2', '975', '576'], ['904', '169', '1023', '489'], ['350', '1', '547', '403'], ['153', '1', '422', '575'], ['153', '1', '423', '576'], ['4', '1', '229', '567']]",<class 'list'>,"[[0.37438905180840665, 0.06944444444444445, 0.7634408602150538, 1.0], [0.7321603128054741, 0.2378472222222222, 0.9139784946236559, 1.0], [0.5904203323558163, 0.003472222222222222, 0.9530791788856305, 1.0], [0.8836754643206256, 0.2934027777777778, 1.0, 0.8489583333333334], [0.3421309872922776, 0.001736111111111111, 0.5347018572825024, 0.6996527777777778], [0.1495601173020528, 0.001736111111111111, 0.4125122189638319, 0.9982638888888888], [0.1495601173020528, 0.001736111111111111, 0.41348973607038125, 1.0], [0.0039100684261974585, 0.001736111111111111, 0.2238514173998045, 0.984375]]","[[0.5492817462316876, 0.4625550927717832, 0.6235847115294848, 0.9631319850436519, 0.6189126708648159, 0.6238674130052606], [0.7271348479477492, 0.23084213235802398, 0.3512647400294029, 0.6206550553072477, 0.9758505377624628, 0.3505063784126584], [0.7661292392923646, 0.3150351555296989, 0.4538046256137601, 0.7259891712552462, 0.7671775402810116, 0.4539649925730392], [0.765041104610131, 0.1421304169815245, 0.24228548620808132, 0.455010462308632, 0.719205125211114, 0.2410073425836457], [0.4304194231145197, 0.4989559525949537, 0.6700245738808442, 0.6638506233655418, 0.4042124805079834, 0.6721725435858701], [0.3231355146865888, 0.7415448115284297, 0.9863734360741073, 0.6084583596912678, 0.35176091057823167, 0.9857700822466134], [0.3234201417150162, 0.7404542936404985, 0.9862746807116592, 0.6086147986774958, 0.3520219327155082, 0.9841519081238874], [0.21287849399726222, 0.9781637605864661, 0.7604550818230139, 0.45506893968535017, 0.235982733813374, 0.7579698363738575]]","[0.9631319850436519, 0.9758505377624628, 0.7671775402810116, 0.765041104610131, 0.6721725435858701, 0.9863734360741073, 0.9862746807116592, 0.9781637605864661]",8,0.8867731985819199
00169.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00169.jpg,320,450,"[[261.8946228027344, 60.40790557861328, 375.0289001464844, 264.73944091796875]]","[[0.5819880506727431, 0.1887747049331665, 0.8333975558810763, 0.8273107528686523]]","[['258', '56', '381', '267']]",<class 'list'>,"[[0.5733333333333334, 0.175, 0.8466666666666667, 0.834375]]",[[0.9704402449258265]],[0.9704402449258265],1,0.9704402449258265
00170.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00170.jpg,363,644,"[[313.8739013671875, 105.32279968261719, 497.299560546875, 246.5146484375], [162.26739501953125, 127.18951416015625, 299.7178955078125, 197.86813354492188]]","[[0.4873818344210986, 0.2901454536711217, 0.7722042865634705, 0.6791037147038568], [0.2519680046887131, 0.3503843365293561, 0.4654004588630629, 0.5450912769832559]]","[['305', '90', '499', '238'], ['158', '129', '300', '210']]",<class 'list'>,"[[0.47360248447204967, 0.24793388429752067, 0.7748447204968945, 0.6556473829201102], [0.2453416149068323, 0.35537190082644626, 0.4658385093167702, 0.5785123966942148]]","[[0.9422712460988534, 0.5651664505546761], [0.5752100147184115, 0.9631413241845015]]","[0.9422712460988534, 0.9631413241845015]",2,0.9527062851416774
00158.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00158.jpg,413,550,"[[245.1111297607422, 111.60784149169922, 362.7168884277344, 249.088623046875]]","[[0.4456565995649858, 0.27023690433825476, 0.6594852516867897, 0.6031201526558717]]","[['236', '107', '436', '247']]",<class 'list'>,"[[0.4290909090909091, 0.25907990314769974, 0.7927272727272727, 0.5980629539951574]]",[[0.8797662144717282]],[0.8797662144717282],1,0.8797662144717282
00004.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00004.jpg,319,450,"[[303.1613464355469, 27.456695556640625, 438.8299865722656, 295.8472900390625], [137.28648376464844, 78.19095611572266, 317.86981201171875, 208.28684997558594], [319.53643798828125, 97.1416244506836, 422.5328369140625, 203.41761779785156]]","[[0.6736918809678819, 0.08607114594558189, 0.9751777479383681, 0.9274209719092869], [0.3050810750325521, 0.24511271509630927, 0.7063773600260417, 0.6529368337792663], [0.7100809733072917, 0.30451919890496426, 0.9389618598090278, 0.6376727830653653]]","[['15', '71', '316', '233']]",<class 'list'>,"[[0.03333333333333333, 0.2225705329153605, 0.7022222222222222, 0.7304075235109718]]","[[0.4612832769996881, 0.779827362833623, 0.46704310094288337]]",[0.779827362833623],1,0.779827362833623
00010.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00010.jpg,600,900,"[[105.38233947753906, 122.18683624267578, 660.4117431640625, 565.2036743164062], [464.5998840332031, 25.6890811920166, 803.7263793945312, 240.6964111328125], [0.0, 123.570556640625, 105.62921905517578, 589.3390502929688]]","[[0.11709148830837673, 0.2036447270711263, 0.7337908257378473, 0.9420061238606771], [0.5162220933702257, 0.04281513532002767, 0.8930293104383681, 0.4011606852213542], [0.0, 0.205950927734375, 0.11736579895019532, 0.9822317504882813]]","[['9', '116', '653', '600'], ['52', '74', '540', '569'], ['1', '125', '121', '599']]",<class 'list'>,"[[0.01, 0.19333333333333333, 0.7255555555555555, 1.0], [0.057777777777777775, 0.12333333333333334, 0.6, 0.9483333333333334], [0.0011111111111111111, 0.20833333333333334, 0.13444444444444445, 0.9983333333333333]]","[[0.8979812852583186, 0.4162685799074301, 0.6310126812808945], [0.8459858664561077, 0.41967943419131054, 0.6251753598987642], [0.5735203873144672, 0.2332603411592177, 0.9738468165923018]]","[0.8979812852583186, 0.8459858664561077, 0.9738468165923018]",3,0.905937989435576
00038.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00038.jpg,320,450,"[[216.90028381347656, 15.684967994689941, 434.7477111816406, 275.3169860839844]]","[[0.4820006306966146, 0.04901552498340607, 0.9661060248480903, 0.8603655815124511]]","[['218', '19', '450', '263']]",<class 'list'>,"[[0.48444444444444446, 0.059375, 1.0, 0.821875]]",[[0.9503110077332327]],[0.9503110077332327],1,0.9503110077332327
00039.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00039.jpg,338,600,"[[289.59686279296875, 51.124473571777344, 451.8807678222656, 270.40423583984375], [0.0, 203.46124267578125, 111.2557601928711, 334.31719970703125]]","[[0.48266143798828126, 0.15125583896975545, 0.7531346130371094, 0.8000125320705437], [0.0, 0.6019563392774593, 0.18542626698811848, 0.9891041411450628]]","[['179', '27', '345', '272'], ['290', '52', '453', '281']]",<class 'list'>,"[[0.29833333333333334, 0.07988165680473373, 0.575, 0.8047337278106509], [0.48333333333333334, 0.15384615384615385, 0.755, 0.8313609467455622]]","[[0.7216235660152737, 0.3838803982961195], [0.977857579768544, 0.29616491213021423]]","[0.7216235660152737, 0.977857579768544]",2,0.8497405728919089
00011.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00011.jpg,447,640,"[[397.36444091796875, 86.216064453125, 584.9342041015625, 304.45123291015625], [9.1104736328125, 107.632080078125, 412.2483825683594, 327.4178466796875]]","[[0.6208819389343262, 0.1928771016848434, 0.9139596939086914, 0.6810989550562779], [0.014235115051269532, 0.2407876511814877, 0.6441380977630615, 0.7324784042051175]]","[['7', '116', '410', '331']]",<class 'list'>,"[[0.0109375, 0.2595078299776286, 0.640625, 0.7404921700223713]]","[[0.5019120121330435, 0.9781139284063946]]",[0.9781139284063946],1,0.9781139284063946
00005.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00005.jpg,615,1000,"[[520.7107543945312, 216.77239990234375, 782.533935546875, 465.0509948730469]]","[[0.5207107543945313, 0.3524754469956809, 0.782533935546875, 0.7561804794683689]]","[['508', '213', '843', '466']]",<class 'list'>,"[[0.508, 0.3463414634146341, 0.843, 0.7577235772357723]]",[[0.9400446529338254]],[0.9400446529338254],1,0.9400446529338254
00171.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00171.jpg,533,800,"[[63.965911865234375, 71.05619049072266, 448.5431213378906, 386.2843322753906], [182.48077392578125, 100.57805633544922, 688.3414306640625, 508.11590576171875], [215.96206665039062, 97.20067596435547, 685.7607421875, 507.6216735839844]]","[[0.07995738983154296, 0.13331367821899184, 0.5606789016723632, 0.7247360830682751], [0.22810096740722657, 0.18870179425037376, 0.8604267883300781, 0.9533131440182341], [0.26995258331298827, 0.18236524571173635, 0.857200927734375, 0.952385879144436]]","[['143', '96', '697', '505'], ['57', '63', '444', '390']]",<class 'list'>,"[[0.17875, 0.1801125703564728, 0.87125, 0.9474671669793621], [0.07125, 0.11819887429643527, 0.555, 0.7317073170731707]]","[[0.6643218463541851, 0.9567073821221389, 0.9341793402760591], [0.9768360564074711, 0.6344530513162684, 0.6197544021259975]]","[0.9567073821221389, 0.9768360564074711]",2,0.966771719264805
00173.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00173.jpg,657,569,"[[179.82652282714844, 5.498913764953613, 485.0838928222656, 533.136474609375], [0.0, 63.6645622253418, 269.15496826171875, 577.8182373046875]]","[[0.3160395831760078, 0.008369731757920263, 0.8525200225347375, 0.8114710420234018], [0.0, 0.0969019211953452, 0.473031578667344, 0.8794798132491438]]","[['1', '66', '296', '566'], ['150', '11', '519', '530'], ['387', '339', '488', '418']]",<class 'list'>,"[[0.0017574692442882249, 0.1004566210045662, 0.5202108963093146, 0.8614916286149162], [0.26362038664323373, 0.0167427701674277, 0.9121265377855887, 0.806697108066971], [0.680140597539543, 0.5159817351598174, 0.8576449912126538, 0.6362252663622526]]","[[0.6088292983939013, 0.9564717400178666], [0.9257069573554223, 0.5893482275470333], [0.47307979826291513, 0.29058929483529894]]","[0.9564717400178666, 0.9257069573554223, 0.47307979826291513]",3,0.7850861652120681
00013.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00013.jpg,451,600,"[[225.01052856445312, 86.67086029052734, 436.7005615234375, 348.0857238769531], [52.59635543823242, 106.0285415649414, 288.1425476074219, 396.4708557128906]]","[[0.3750175476074219, 0.19217485652001629, 0.7278342692057291, 0.7718087003923573], [0.08766059239705404, 0.23509654448989226, 0.4802375793457031, 0.8790928064587376]]","[['223', '87', '428', '355'], ['62', '114', '596', '399']]",<class 'list'>,"[[0.37166666666666665, 0.19290465631929046, 0.7133333333333334, 0.7871396895787139], [0.10333333333333333, 0.25277161862527714, 0.9933333333333333, 0.88470066518847]]","[[0.9770009588549214, 0.6354113073938192], [0.6490112591092236, 0.7144122478893078]]","[0.9770009588549214, 0.7144122478893078]",2,0.8457066033721146
00007.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00007.jpg,357,634,"[[185.06101989746094, 27.58297348022461, 602.8477172851562, 301.1226806640625], [183.78756713867188, 29.387052536010742, 351.89923095703125, 299.88543701171875]]","[[0.2918943531505693, 0.07726323103704372, 0.9508639073898364, 0.8434808982186625], [0.28988575258465593, 0.08231667377033822, 0.5550461056104594, 0.8400152297247023]]","[['273', '24', '603', '301']]",<class 'list'>,"[[0.4305993690851735, 0.06722689075630252, 0.9511041009463722, 0.8431372549019608]]","[[0.9113343089257195, 0.670521849244143]]",[0.9113343089257195],1,0.9113343089257195
00006.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00006.jpg,426,640,"[[89.2861328125, 305.71588134765625, 218.296875, 399.16754150390625]]","[[0.13950958251953124, 0.7176429139616344, 0.3410888671875, 0.937013008225132]]","[['186', '173', '366', '422'], ['86', '307', '226', '385']]",<class 'list'>,"[[0.290625, 0.4061032863849765, 0.571875, 0.9906103286384976], [0.134375, 0.7206572769953051, 0.353125, 0.903755868544601]]","[[0.5784390321146375], [0.9569852558967674]]","[0.5784390321146375, 0.9569852558967674]",2,0.7677121440057024
00012.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00012.jpg,412,550,"[[286.4260559082031, 164.29534912109375, 550.0, 337.1449279785156], [204.9472198486328, 54.25905227661133, 296.56158447265625, 333.2349853515625], [152.83865356445312, 123.70608520507812, 194.52137756347656, 163.7051544189453], [101.66995239257812, 103.5954360961914, 144.3254852294922, 143.25613403320312], [334.4653625488281, 72.25709533691406, 366.359375, 108.64080047607422], [102.59791564941406, 103.52423095703125, 144.06076049804688, 143.1974639892578], [180.50997924804688, 121.1932144165039, 193.57757568359375, 138.9605255126953]]","[[0.5207746471058239, 0.3987751192259557, 1.0, 0.8183129319866884], [0.372631308815696, 0.13169672882672653, 0.539202880859375, 0.8088227799795207], [0.2778884610262784, 0.30025748836184013, 0.35367523193359374, 0.39734260781297404], [0.1848544588955966, 0.251445233243183, 0.26240997314453124, 0.3477090631873862], [0.6081188409978693, 0.1753812993614419, 0.6661079545454546, 0.26369126329144227], [0.18654166481711648, 0.25127240523551275, 0.2619286554509943, 0.3475666601681015], [0.32819996226917614, 0.2941582874186988, 0.351959228515625, 0.337282828914309]]","[['291', '157', '550', '346']]",<class 'list'>,"[[0.5290909090909091, 0.38106796116504854, 1.0, 0.8398058252427184]]","[[0.9678026735388054, 0.5421844368843399, 0.3368324236691828, 0.27075224934114006, 0.39513043554843985, 0.2707182122924413, 0.3242369724859807]]",[0.9678026735388054],1,0.9678026735388054
00172.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00172.jpg,360,640,"[[301.6224365234375, 86.0245361328125, 517.9567260742188, 272.243408203125]]","[[0.4712850570678711, 0.23895704481336805, 0.8093073844909668, 0.756231689453125]]","[['296', '77', '531', '269']]",<class 'list'>,"[[0.4625, 0.21388888888888888, 0.8296875, 0.7472222222222222]]",[[0.9571636478341775]],[0.9571636478341775],1,0.9571636478341775
00166.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00166.jpg,470,300,"[[15.941622734069824, 188.309814453125, 74.67208099365234, 428.45489501953125], [42.31657409667969, 184.44781494140625, 150.88516235351562, 425.1100769042969], [104.05924987792969, 234.12591552734375, 300.0, 430.5117492675781]]","[[0.053138742446899416, 0.4006591796875, 0.2489069366455078, 0.911606159616024], [0.1410552469889323, 0.39244215944980054, 0.5029505411783854, 0.9044895253282912], [0.3468641662597656, 0.49814024580285904, 1.0, 0.9159824452501663]]","[['103', '222', '300', '444']]",<class 'list'>,"[[0.3433333333333333, 0.4723404255319149, 1.0, 0.9446808510638298]]","[[0.44293461529720574, 0.5852467955873254, 0.9609329103402293]]",[0.9609329103402293],1,0.9609329103402293
00162.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00162.jpg,500,375,"[[152.46253967285156, 0.0, 240.92613220214844, 219.43675231933594], [35.223724365234375, 0.0, 192.83282470703125, 427.6688232421875], [0.5844473838806152, 0.0, 74.91425323486328, 295.5020751953125], [324.9561462402344, 12.148005485534668, 374.4416198730469, 199.92385864257812], [270.1267395019531, 205.89451599121094, 320.99591064453125, 302.80718994140625], [70.95050048828125, 20.671649932861328, 84.05257415771484, 48.556610107421875], [71.0179672241211, 20.120338439941406, 83.21221923828125, 37.8066520690918], [196.98353576660156, 208.7729034423828, 341.6090087890625, 400.45428466796875], [339.5895690917969, 95.04601287841797, 372.22735595703125, 203.1170196533203], [325.3662414550781, 94.315673828125, 372.2816467285156, 202.8905029296875]]","[[0.4065667724609375, 0.0, 0.6424696858723958, 0.43887350463867186], [0.093929931640625, 0.0, 0.5142208658854167, 0.855337646484375], [0.001558526357014974, 0.0, 0.19977134195963542, 0.591004150390625], [0.8665497233072916, 0.024296010971069336, 0.998510986328125, 0.3998477172851562], [0.7203379720052083, 0.4117890319824219, 0.8559890950520833, 0.6056143798828125], [0.18920133463541666, 0.04134329986572265, 0.22414019775390626, 0.09711322021484375], [0.1893812459309896, 0.040240676879882815, 0.22189925130208332, 0.0756133041381836], [0.5252894287109375, 0.4175458068847656, 0.9109573567708333, 0.8009085693359375], [0.9055721842447917, 0.19009202575683593, 0.9926062825520834, 0.40623403930664065], [0.867643310546875, 0.18863134765625, 0.9927510579427083, 0.405781005859375]]","[['180', '206', '375', '434'], ['262', '199', '375', '302']]",<class 'list'>,"[[0.48, 0.412, 1.0, 0.868], [0.6986666666666667, 0.398, 1.0, 0.604]]","[[0.42667239835642823, 0.4448594130617263, 0.25944591991123933, 0.4216483017324429, 0.6124307679296085, 0.18234196054944443, 0.17647483960940533, 0.8661443630715593, 0.44034878078255246, 0.4536988205273311], [0.41532340018849656, 0.30536102720200015, 0.20772426185291054, 0.5691817700152652, 0.8616981124503134, 0.16009304915328834, 0.15523859850013583, 0.7023213049258804, 0.6104366882094819, 0.6281888526836442]]","[0.8661443630715593, 0.8616981124503134]",2,0.8639212377609363
00176.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00176.jpg,318,450,"[[98.93355560302734, 68.03898620605469, 299.9822082519531, 258.7011413574219]]","[[0.21985234578450522, 0.21395907611966883, 0.6666271294487848, 0.813525601752899]]","[['98', '63', '296', '265']]",<class 'list'>,"[[0.21777777777777776, 0.19811320754716982, 0.6577777777777778, 0.8333333333333334]]",[[0.9709504281646412]],[0.9709504281646412],1,0.9709504281646412
00016.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00016.jpg,450,600,"[[95.50162506103516, 26.372007369995117, 505.6789245605469, 417.83978271484375], [94.66417694091797, 22.000749588012695, 479.2533264160156, 416.37884521484375]]","[[0.15916937510172527, 0.05860446082221137, 0.8427982076009115, 0.9285328504774305], [0.1577736282348633, 0.048890554640028214, 0.7987555440266927, 0.9252863226996528]]","[['91', '15', '565', '415']]",<class 'list'>,"[[0.15166666666666667, 0.03333333333333333, 0.9416666666666667, 0.9222222222222223]]","[[0.9250840039078899, 0.9078490772937298]]",[0.9250840039078899],1,0.9250840039078899
00002.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00002.jpg,309,550,"[[157.844482421875, 103.17930603027344, 287.9832763671875, 306.13519287109375], [157.50123596191406, 102.41596984863281, 347.4615173339844, 305.0321960449219]]","[[0.2869899680397727, 0.33391361174845774, 0.52360595703125, 0.9907287795181028], [0.28636588356711645, 0.3314432681185528, 0.631748213334517, 0.9871592105013652]]","[['156', '114', '240', '309'], ['222', '117', '415', '306']]",<class 'list'>,"[[0.28363636363636363, 0.36893203883495146, 0.43636363636363634, 1.0], [0.4036363636363636, 0.3786407766990291, 0.7545454545454545, 0.9902912621359223]]","[[0.9027009138308071, 0.8282739852700677], [0.7455478302820694, 0.8131648066114935]]","[0.9027009138308071, 0.8131648066114935]",2,0.8579328602211502
00003.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00003.jpg,288,460,"[[108.56827545166016, 2.764000415802002, 325.8728332519531, 260.6019592285156]]","[[0.23601799011230468, 0.009597223665979173, 0.7084192027216373, 0.9048679139879015]]","[['99', '5', '403', '279']]",<class 'list'>,"[[0.21521739130434783, 0.017361111111111112, 0.8760869565217392, 0.96875]]",[[0.8544884626869957]],[0.8544884626869957],1,0.8544884626869957
00017.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00017.jpg,410,615,"[[76.99620819091797, 0.0, 476.5129699707031, 383.69757080078125]]","[[0.1251970864892975, 0.0, 0.7748178373507368, 0.935847733660442]]","[['61', '3', '506', '387']]",<class 'list'>,"[[0.0991869918699187, 0.007317073170731708, 0.8227642276422764, 0.9439024390243902]]",[[0.9496762885994061]],[0.9496762885994061],1,0.9496762885994061
00177.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00177.jpg,415,634,"[[371.84136962890625, 34.4901008605957, 624.758056640625, 314.98626708984375], [14.985077857971191, 130.3768768310547, 353.4178771972656, 406.6098327636719], [5.129435062408447, 19.262128829956055, 634.0, 408.298095703125]]","[[0.5865005830108931, 0.08310867677251976, 0.9854228022722792, 0.7590030532285391], [0.023635769492068127, 0.31416114899049324, 0.5574414466833842, 0.9797827295510165], [0.008090591581085878, 0.046414768264954345, 1.0, 0.9838508330195783]]","[['362', '12', '630', '317']]",<class 'list'>,"[[0.5709779179810726, 0.02891566265060241, 0.9936908517350158, 0.763855421686747]]","[[0.9498139251992427, 0.3980167803588213, 0.6290850459312154]]",[0.9498139251992427],1,0.9498139251992427
00149.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00149.jpg,600,800,"[[353.6348571777344, 102.67125701904297, 582.0633544921875, 371.860107421875]]","[[0.442043571472168, 0.17111876169840495, 0.7275791931152343, 0.619766845703125]]","[['338', '103', '596', '387'], ['385', '273', '441', '343']]",<class 'list'>,"[[0.4225, 0.17166666666666666, 0.745, 0.645], [0.48125, 0.455, 0.55125, 0.5716666666666667]]","[[0.9550564978855315], [0.6415940361839357]]","[0.9550564978855315, 0.6415940361839357]",2,0.7983252670347336
00175.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00175.jpg,450,600,"[[271.5449523925781, 65.93656158447266, 527.8682250976562, 444.6700744628906], [1.0342741012573242, 2.078990936279297, 238.11273193359375, 450.0]]","[[0.4525749206542969, 0.14652569240993923, 0.8797803751627604, 0.9881557210286458], [0.0017237901687622071, 0.004619979858398437, 0.3968545532226562, 1.0]]","[['230', '66', '534', '449']]",<class 'list'>,"[[0.38333333333333336, 0.14666666666666667, 0.89, 0.9977777777777778]]","[[0.9422684328990582, 0.5075199463910297]]",[0.9422684328990582],1,0.9422684328990582
00161.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00161.jpg,366,650,"[[546.241943359375, 120.68170166015625, 578.1568603515625, 139.4666748046875], [68.55979919433594, 0.8202672004699707, 282.33251953125, 362.10162353515625], [312.6295166015625, 50.284889221191406, 402.0869445800781, 151.9444580078125], [219.7440185546875, 119.27365112304688, 251.35546875, 140.9014892578125], [439.32830810546875, 128.42494201660156, 456.79339599609375, 138.95733642578125]]","[[0.8403722205528846, 0.3297314253009734, 0.8894720928485577, 0.38105648853739754], [0.10547661414513221, 0.002241167214398827, 0.43435772235576925, 0.989348698183487], [0.48096848707932693, 0.13739040770817323, 0.6185952993539664, 0.4151487923710724], [0.3380677208533654, 0.3258842926859204, 0.3867007211538461, 0.3849767466060451], [0.6758897047776442, 0.3508878197174906, 0.7027590707632212, 0.37966485362235314]]","[['276', '208', '584', '352']]",<class 'list'>,"[[0.4246153846153846, 0.5683060109289617, 0.8984615384615384, 0.9617486338797814]]","[[0.3700751879554406, 0.4280121817362399, 0.37870020582053693, 0.33032155083145975, 0.3659054943804868]]",[0.4280121817362399],1,0.4280121817362399
00029.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00029.jpg,316,450,"[[143.04383850097656, 55.47134780883789, 337.8304748535156, 256.56036376953125]]","[[0.3178751966688368, 0.17554223990138573, 0.750734388563368, 0.8118998853466178]]","[['139', '52', '339', '258']]",<class 'list'>,"[[0.3088888888888889, 0.16455696202531644, 0.7533333333333333, 0.8164556962025317]]",[[0.9826468826882993]],[0.9826468826882993],1,0.9826468826882993
00001.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00001.jpg,319,450,"[[57.367530822753906, 59.466796875, 136.6546630859375, 266.7923583984375], [283.69964599609375, 77.21459197998047, 400.0827941894531, 252.24774169921875], [233.70555114746094, 91.73800659179688, 338.0758361816406, 256.6034240722656], [132.92822265625, 104.21036529541016, 280.2666320800781, 253.4835662841797]]","[[0.127483401828342, 0.18641629114420064, 0.3036770290798611, 0.8363396814998041], [0.6304436577690973, 0.2420520124764278, 0.8890728759765625, 0.7907452717843848], [0.5193456692165799, 0.2875799579680153, 0.7512796359592014, 0.8043994485024001], [0.2953960503472222, 0.32667826111413845, 0.6228147379557292, 0.7946193300444504]]","[['233', '89', '386', '262'], ['134', '105', '341', '253']]",<class 'list'>,"[[0.5177777777777778, 0.27899686520376177, 0.8577777777777778, 0.8213166144200627], [0.29777777777777775, 0.329153605015674, 0.7577777777777778, 0.7931034482758621]]","[[0.4336344334417333, 0.858784718363378, 0.9041533841862162, 0.6778212651800067], [0.5652031720208642, 0.6755936680621045, 0.8188379631899856, 0.9038446841606901]]","[0.9041533841862162, 0.9038446841606901]",2,0.9039990341734532
